# time(fs)  total O H
9.800000000000000000e+01 3.251517298674426655e-04 -8.320308461827412142e-05 4.083548144857168140e-04
1.000000000000000000e+02 8.121963706482920615e-04 -7.770098842167917185e-05 8.898973590699710843e-04
1.020000000000000000e+02 6.976115802914112764e-04 -7.482609428462382798e-05 7.724376745760351722e-04
1.040000000000000000e+02 6.680299316700995184e-05 -7.421711421238387865e-05 1.410201073793937898e-04
1.060000000000000000e+02 -8.566900096228728233e-04 -7.458745193079519139e-05 -7.821025576920777539e-04
1.080000000000000000e+02 -1.747108556052307318e-03 -7.450414422866349397e-05 -1.672604411823644041e-03
1.100000000000000000e+02 -2.205507050027363108e-03 -7.264636895565692882e-05 -2.132860681071705854e-03
1.120000000000000000e+02 -1.909239162512599590e-03 -6.791117489991858446e-05 -1.841327987612680680e-03
1.140000000000000000e+02 -9.022283094608929280e-04 -6.026919655306595954e-05 -8.419591129078269481e-04
1.160000000000000000e+02 3.266211629670438062e-04 -5.144295864314910179e-05 3.780641216101929486e-04
1.180000000000000000e+02 1.206829980672703174e-03 -4.391389977631787690e-05 1.250743880449021106e-03
1.200000000000000000e+02 1.521797162395062105e-03 -3.902771183609543695e-05 1.560824874231157454e-03
1.220000000000000000e+02 1.380505823151703670e-03 -3.655744343970147853e-05 1.417063266591405291e-03
1.240000000000000000e+02 8.586801239485440402e-04 -3.598254565940715302e-05 8.946626696079510712e-04
1.260000000000000000e+02 -4.563702554681208564e-05 -3.707968713397867192e-05 -8.557338412833410333e-06
1.280000000000000000e+02 -1.069640316851836175e-03 -3.888466409426886365e-05 -1.030755652757567569e-03
1.300000000000000000e+02 -1.619280748904800655e-03 -3.922364367732017839e-05 -1.580057105227480104e-03
1.320000000000000000e+02 -1.302044631816404998e-03 -3.647276855983377518e-05 -1.265571863256571318e-03
1.340000000000000000e+02 -3.824139636943846678e-04 -3.142060727912137237e-05 -3.509933564152633158e-04
1.360000000000000000e+02 5.230609117771506302e-04 -2.643914586140469632e-05 5.495000576385553536e-04
1.380000000000000000e+02 1.099185876926197158e-03 -2.303702017121519576e-05 1.122222897097412391e-03
1.400000000000000000e+02 1.419522149404931453e-03 -2.121876869810815656e-05 1.440740918103039590e-03
1.420000000000000000e+02 1.470630962527646243e-03 -2.105687502844588363e-05 1.491687837556091977e-03
1.440000000000000000e+02 9.979329891261256094e-04 -2.336515597277145250e-05 1.021298145098897218e-03
1.460000000000000000e+02 -1.182934882919141459e-05 -2.806985369386673579e-05 1.624050486467533137e-05
1.480000000000000000e+02 -1.010566973923516122e-03 -3.303906747303564254e-05 -9.775279064504806010e-04
1.500000000000000000e+02 -1.366698096040878333e-03 -3.580487032276038459e-05 -1.330893225718117901e-03
1.520000000000000000e+02 -1.028500459798118967e-03 -3.604154054117544170e-05 -9.924589192569434511e-04
1.540000000000000000e+02 -4.493852994581370064e-04 -3.536155487037909081e-05 -4.140237445877579495e-04
1.560000000000000000e+02 5.353181922194415356e-05 -3.498704316385798144e-05 8.851886238580212822e-05
1.580000000000000000e+02 5.241928380699325011e-04 -3.491150954400204910e-05 5.591043476139347535e-04
1.600000000000000000e+02 9.377052240553123297e-04 -3.542696468161288074e-05 9.731321887369252105e-04
1.620000000000000000e+02 9.467064483079263302e-04 -3.793548673593667979e-05 9.846419350438631590e-04
1.640000000000000000e+02 3.057687470861953608e-04 -4.326936423425165512e-05 3.490381113204469752e-04
1.660000000000000000e+02 -6.643517454949041806e-04 -5.002518739038361556e-05 -6.143265581045206057e-04
1.680000000000000000e+02 -1.341474865703821181e-03 -5.572672721487000221e-05 -1.285748138488951179e-03
1.700000000000000000e+02 -1.454042554101817606e-03 -5.931864983184008888e-05 -1.394723904269977530e-03
1.720000000000000000e+02 -1.212392032501070699e-03 -6.153278154704048381e-05 -1.150859250954030513e-03
1.740000000000000000e+02 -8.416922277121533912e-04 -6.306832326819735346e-05 -7.786239044439559158e-04
1.760000000000000000e+02 -3.116657610463135120e-04 -6.373332614505533371e-05 -2.479324349012581512e-04
1.780000000000000000e+02 3.633446754417234224e-04 -6.373244145258345143e-05 4.270771168943069416e-04
1.800000000000000000e+02 8.453407950896888378e-04 -6.459523769871918820e-05 9.099360327884081345e-04
1.820000000000000000e+02 7.619072718059667669e-04 -6.779715520866990612e-05 8.297044270146366595e-04
1.840000000000000000e+02 1.727465355330158711e-04 -7.293482966518991960e-05 2.456813651982057501e-04
1.860000000000000000e+02 -4.831168038166733930e-04 -7.816994460805151755e-05 -4.049468592086218890e-04
1.880000000000000000e+02 -8.723645155646223915e-04 -8.223964261567635284e-05 -7.901248729489459980e-04
1.900000000000000000e+02 -9.953762893900675382e-04 -8.517785457527024995e-05 -9.101984348147974238e-04
1.920000000000000000e+02 -9.317868843519048431e-04 -8.715297750206917851e-05 -8.446339068498353664e-04
1.940000000000000000e+02 -6.210933085198259767e-04 -8.773965225109389623e-05 -5.333536562687321483e-04
1.960000000000000000e+02 -3.844819378863666268e-05 -8.686208293313752631e-05 4.841388914450087718e-05
1.980000000000000000e+02 5.714739172825924075e-04 -8.570357016816662989e-05 6.571774874507590103e-04
2.000000000000000000e+02 8.426043660620117018e-04 -8.585642337152056644e-05 9.284607894335323089e-04
2.020000000000000000e+02 6.507628454064274138e-04 -8.774614657146564078e-05 7.385089919778930817e-04
2.040000000000000000e+02 1.898929805105896223e-04 -9.049570494710360079e-05 2.803886854576932231e-04
2.060000000000000000e+02 -2.896669073828809647e-04 -9.315088905951338810e-05 -1.965160183233675224e-04
2.080000000000000000e+02 -6.764621377163442580e-04 -9.537070812096758740e-05 -5.810914295953766842e-04
2.100000000000000000e+02 -9.153560456571939365e-04 -9.689308711956629006e-05 -8.184629585376273619e-04
2.120000000000000000e+02 -8.999621507937485007e-04 -9.711838269327118423e-05 -8.028437681004774520e-04
2.140000000000000000e+02 -5.735475342014690735e-04 -9.574224760699044548e-05 -4.778052865944786010e-04
2.160000000000000000e+02 -7.186346833765167291e-05 -9.343722490292071588e-05 2.157375656526902265e-05
2.180000000000000000e+02 3.417988403583322745e-04 -9.143043955249844073e-05 4.332292799108306068e-04
2.200000000000000000e+02 4.855522255432833116e-04 -9.048006069275454769e-05 5.760322862360378864e-04
2.220000000000000000e+02 3.482251323860315203e-04 -9.056388949901085863e-05 4.387890218850424196e-04
2.240000000000000000e+02 1.094379838335716743e-05 -9.136995918283599412e-05 1.023137575661931615e-04
2.260000000000000000e+02 -4.223556574850549162e-04 -9.259369582700312576e-05 -3.297619616580517226e-04
2.280000000000000000e+02 -8.134020834304281095e-04 -9.372754516230666084e-05 -7.196745382681213809e-04
2.300000000000000000e+02 -1.005008851861486892e-03 -9.403831715052446698e-05 -9.109705347109624523e-04
2.320000000000000000e+02 -9.184773850974987117e-04 -9.308534282974425557e-05 -8.253920422677547136e-04
2.340000000000000000e+02 -6.132976310407365446e-04 -9.112025893869804723e-05 -5.221773721020384973e-04
2.360000000000000000e+02 -2.273556608827420264e-04 -8.882019515900093211e-05 -1.385354657237410536e-04
2.380000000000000000e+02 1.099344519093977556e-04 -8.678310094141218319e-05 1.967175528508099524e-04
2.400000000000000000e+02 2.942983036806206014e-04 -8.540578579657116310e-05 3.797040894771917916e-04
2.420000000000000000e+02 2.448614355185510451e-04 -8.498889973749706496e-05 3.298503352560482049e-04
2.440000000000000000e+02 -3.604983062768666105e-05 -8.558005127964111406e-05 4.953022065195440557e-05
2.460000000000000000e+02 -4.145633441770499869e-04 -8.671416177625718212e-05 -3.278491824007927777e-04
2.480000000000000000e+02 -7.009941651579566779e-04 -8.760604678550805891e-05 -6.133881183724486461e-04
2.500000000000000000e+02 -7.887389447530010738e-04 -8.771917897823660096e-05 -7.010197657747645542e-04
2.520000000000000000e+02 -6.916253733821487327e-04 -8.703365139471818605e-05 -6.045917219874304789e-04
2.540000000000000000e+02 -4.618181560768910105e-04 -8.578704633367142084e-05 -3.760311097432196981e-04
2.560000000000000000e+02 -1.430599064550202432e-04 -8.422464197362702085e-05 -5.883526448139323589e-05
2.580000000000000000e+02 1.782176760488205403e-04 -8.271689232983243305e-05 2.609345683786528920e-04
2.600000000000000000e+02 3.541348725288909162e-04 -8.183984015431632964e-05 4.359747126832073136e-04
2.620000000000000000e+02 2.815255323738351462e-04 -8.201546730242127985e-05 3.635409996762562499e-04
2.640000000000000000e+02 1.333605523233070487e-05 -8.308086157168877313e-05 9.641691680401945428e-05
2.660000000000000000e+02 -2.882200204325964261e-04 -8.441079466047353257e-05 -2.038092257721228935e-04
2.680000000000000000e+02 -4.985569890011427429e-04 -8.545692269924013665e-05 -4.131000663019026740e-04
2.700000000000000000e+02 -5.871363244328667861e-04 -8.600864935402489030e-05 -5.011276750788418687e-04
2.720000000000000000e+02 -5.503239151806371340e-04 -8.600060750108271315e-05 -4.643233076795542989e-04
2.740000000000000000e+02 -3.716033885976002512e-04 -8.538084023663515087e-05 -2.862225483609651274e-04
2.760000000000000000e+02 -8.660451866129384468e-05 -8.432644704630769250e-05 -2.278071614986138622e-06
2.780000000000000000e+02 1.729515349042704182e-04 -8.337260921384813807e-05 2.563241441181185833e-04
2.800000000000000000e+02 2.660746332520218249e-04 -8.307335092186012894e-05 3.491479841738818861e-04
2.820000000000000000e+02 1.640355690830287857e-04 -8.355494766308200637e-05 2.475905167461107514e-04
2.840000000000000000e+02 -4.984311745855124411e-05 -8.452019316964744342e-05 3.467707571109619931e-05
2.860000000000000000e+02 -2.824983646122950051e-04 -8.560776972861942077e-05 -1.968905948836755979e-04
2.880000000000000000e+02 -4.825654151370084403e-04 -8.656023245961778283e-05 -3.960051826773907388e-04
2.900000000000000000e+02 -6.011266339969946644e-04 -8.710224696703556093e-05 -5.140243870299591577e-04
2.920000000000000000e+02 -5.764159803033850607e-04 -8.695126529580874666e-05 -4.894647150075764766e-04
2.940000000000000000e+02 -3.997049348537967716e-04 -8.609698722466582320e-05 -3.136079476291309077e-04
2.960000000000000000e+02 -1.614266283268841703e-04 -8.492966000514753943e-05 -7.649696832173660376e-05
2.980000000000000000e+02 1.246213691796887743e-05 -8.394713053003510534e-05 9.640926744800397429e-05
3.000000000000000000e+02 6.061898318918503611e-05 -8.338687415444013564e-05 1.440058573436251582e-04
3.020000000000000000e+02 -1.642234282743710575e-06 -8.322122943036006754e-05 8.157899514761636777e-05
3.040000000000000000e+02 -1.429966607272538316e-04 -8.337261653306386039e-05 -5.962404419418997124e-05
3.060000000000000000e+02 -3.363286803089616129e-04 -8.372599589968833435e-05 -2.526026844092732785e-04
3.080000000000000000e+02 -5.208137719319384708e-04 -8.397293026221254615e-05 -4.368408416697260738e-04
3.100000000000000000e+02 -6.031841877667907127e-04 -8.368498784247216306e-05 -5.194991999243186174e-04
3.120000000000000000e+02 -5.341374552539569949e-04 -8.266690025118162311e-05 -4.514705550027754396e-04
3.140000000000000000e+02 -3.610253666329030263e-04 -8.113073736417876654e-05 -2.798946292687243004e-04
3.160000000000000000e+02 -1.790420253174909129e-04 -7.945006513804256311e-05 -9.959196017944834983e-05
3.180000000000000000e+02 -4.829800460538478290e-05 -7.784894922736149852e-05 2.955094462197669191e-05
3.200000000000000000e+02 1.616916704795653623e-05 -7.641402128999837335e-05 9.258318833795489602e-05
3.220000000000000000e+02 -8.774101561270916325e-08 -7.526563333075556126e-05 7.517789231514286565e-05
3.240000000000000000e+02 -1.120070882488985860e-04 -7.449081582366448334e-05 -3.751627242523410940e-05
3.260000000000000000e+02 -2.846788181142570723e-04 -7.391060692864816976e-05 -2.107682111856089161e-04
3.280000000000000000e+02 -4.252642809030414547e-04 -7.310247835010226459e-05 -3.521618025529392850e-04
3.300000000000000000e+02 -4.562601152495042206e-04 -7.175530646980312808e-05 -3.845048087797010654e-04
3.320000000000000000e+02 -3.792841398786631459e-04 -6.990474591251941388e-05 -3.093793939661437049e-04
3.340000000000000000e+02 -2.506131062998853513e-04 -6.777153059419641307e-05 -1.828415757056889247e-04
3.360000000000000000e+02 -1.158299924974082114e-04 -6.550440381538647232e-05 -5.032558868202172554e-05
3.380000000000000000e+02 2.907715534426074876e-06 -6.319700223287994900e-05 6.610471776730602938e-05
3.400000000000000000e+02 7.263037007247520149e-05 -6.105193781893995971e-05 1.336823078914151476e-04
3.420000000000000000e+02 5.160294613515725205e-05 -5.930195783216186571e-05 1.109049039673191381e-04
3.440000000000000000e+02 -6.073600385596641818e-05 -5.793941705710390803e-05 -2.796586798862504648e-06
3.460000000000000000e+02 -2.014935543238284468e-04 -5.665933056132830403e-05 -1.448342237625001631e-04
3.480000000000000000e+02 -2.949258147505081891e-04 -5.514310254492071943e-05 -2.397827122055874900e-04
3.500000000000000000e+02 -3.117354974453359498e-04 -5.330836329015923187e-05 -2.584271341551766976e-04
3.520000000000000000e+02 -2.661965308684452426e-04 -5.122499939764590775e-05 -2.149715314707993077e-04
3.540000000000000000e+02 -1.778334505276720162e-04 -4.892894604007353961e-05 -1.289045044875984495e-04
3.560000000000000000e+02 -6.340156600936120476e-05 -4.645345532861216655e-05 -1.694811068074904498e-05
3.580000000000000000e+02 3.952804040838816136e-05 -4.398793705910579709e-05 8.351597746749395168e-05
3.600000000000000000e+02 7.889639545562141302e-05 -4.181955517310444946e-05 1.207159506287258557e-04
3.620000000000000000e+02 3.336519258038285728e-05 -4.006255248682734848e-05 7.342774506721019899e-05
3.640000000000000000e+02 -6.497657534822261942e-05 -3.855175792893068061e-05 -2.642481741929193203e-05
3.660000000000000000e+02 -1.639908253306451695e-04 -3.704632268418184889e-05 -1.269445026464633883e-04
3.680000000000000000e+02 -2.330243202478346227e-04 -3.544290989905970010e-05 -1.975814103487749294e-04
3.700000000000000000e+02 -2.613910984633000998e-04 -3.372830297590947003e-05 -2.276627954873906433e-04
3.720000000000000000e+02 -2.371605037480084620e-04 -3.183596350539358896e-05 -2.053245402426148866e-04
3.740000000000000000e+02 -1.557011381066553222e-04 -2.970035258926654023e-05 -1.260007855173887379e-04
3.760000000000000000e+02 -4.707850111166672109e-05 -2.743481755857900446e-05 -1.964368355308772002e-05
3.780000000000000000e+02 3.305625243628097483e-05 -2.531283873880763559e-05 5.836909117508861381e-05
3.800000000000000000e+02 4.930136959292415796e-05 -2.352566482983686953e-05 7.282703442276100038e-05
3.820000000000000000e+02 1.213205039511678553e-05 -2.202834850571840395e-05 3.416039890083516576e-05
3.840000000000000000e+02 -4.762761845570174059e-05 -2.066473990105028698e-05 -2.696287855465145022e-05
3.860000000000000000e+02 -1.113688415078154648e-04 -1.935044750318172023e-05 -9.201839400463376830e-05
3.880000000000000000e+02 -1.673816720542951105e-04 -1.805582514182866295e-05 -1.493258469124664374e-04
3.900000000000000000e+02 -1.920684023567304443e-04 -1.668722319614245734e-05 -1.753811791605880378e-04
3.920000000000000000e+02 -1.610661911116857952e-04 -1.511223712440996004e-05 -1.459539539872758572e-04
3.940000000000000000e+02 -8.212268197564922211e-05 -1.332854570299978299e-05 -6.879413627264947470e-05
3.960000000000000000e+02 3.214917939083652848e-06 -1.151139466216222113e-05 1.472631260124588118e-05
3.980000000000000000e+02 5.580584518320122912e-05 -9.856592848401226901e-06 6.566243803160246788e-05
4.000000000000000000e+02 6.669399974218972918e-05 -8.423317134827190350e-06 7.511731687701692800e-05
4.020000000000000000e+02 4.657461093733792186e-05 -7.158125857845670291e-06 5.373273679518358707e-05
4.040000000000000000e+02 3.755072708336266519e-06 -6.011555322930786397e-06 9.766628031267064774e-06
4.060000000000000000e+02 -5.230608991712963358e-05 -4.948271965329580062e-06 -4.735781795180006283e-05
4.080000000000000000e+02 -9.788311555810041281e-05 -3.880041799876468846e-06 -9.400307375822393550e-05
4.100000000000000000e+02 -1.048200221704166283e-04 -2.677551063676816630e-06 -1.021424711067398265e-04
4.120000000000000000e+02 -6.770036688830068398e-05 -1.286188681159282625e-06 -6.641417820714139056e-05
4.140000000000000000e+02 -8.986101837870035845e-06 2.172327880891334316e-07 -9.203334625959174359e-06
4.160000000000000000e+02 4.519971090676870676e-05 1.709795654363736523e-06 4.348991525240496219e-05
4.180000000000000000e+02 8.341563272109642300e-05 3.121663239802844362e-06 8.029396948129355577e-05
4.200000000000000000e+02 1.006671230246587148e-04 4.431555716529632691e-06 9.623556730812909228e-05
4.220000000000000000e+02 8.772293254088298596e-05 5.613132942958487186e-06 8.210979959792448946e-05
4.240000000000000000e+02 4.363207665279927281e-05 6.657637903087623402e-06 3.697443874971165364e-05
4.260000000000000000e+02 -9.235981604195366387e-06 7.638366672063008045e-06 -1.687434827625837613e-05
4.280000000000000000e+02 -3.799744470544731434e-05 8.688712162601631614e-06 -4.668615686804893241e-05
4.300000000000000000e+02 -3.118625616277226440e-05 9.885541898339839564e-06 -4.107179806111213615e-05
4.320000000000000000e+02 -5.115808064094903934e-06 1.119001857857651250e-05 -1.630582664267142236e-05
4.340000000000000000e+02 2.287285398098231124e-05 1.252489977130848119e-05 1.034795420967383343e-05
4.360000000000000000e+02 5.248440278726998264e-05 1.386109701595170760e-05 3.862330577131829876e-05
4.380000000000000000e+02 8.498630426491376305e-05 1.519096024990169370e-05 6.979534401501207952e-05
4.400000000000000000e+02 1.021938400132809955e-04 1.645329057022293904e-05 8.574054944305804294e-05
4.420000000000000000e+02 8.274028243074100944e-05 1.756804664024992551e-05 6.517223579049107377e-05
4.440000000000000000e+02 3.451534840310525236e-05 1.854803300385153629e-05 1.596731539925372285e-05
4.460000000000000000e+02 -5.863405798699875918e-06 1.951822046514261724e-05 -2.538162626384250163e-05
4.480000000000000000e+02 -1.214953092337299259e-05 2.059213934545637252e-05 -3.274167026882936172e-05
4.500000000000000000e+02 4.875186362732561321e-06 2.176015285909964394e-05 -1.688496649636708600e-05
4.520000000000000000e+02 2.169876932519363945e-05 2.294579337115076970e-05 -1.247024045957113946e-06
4.540000000000000000e+02 3.650420775785081443e-05 2.412472009884807171e-05 1.237948765900273934e-05
4.560000000000000000e+02 6.403067793306886244e-05 2.532682431402456504e-05 3.870385361904429741e-05
4.580000000000000000e+02 1.001286485496355054e-04 2.652730867723450799e-05 7.360133987240097709e-05
4.600000000000000000e+02 1.141331234826908556e-04 2.761438711160999987e-05 8.651873637108085230e-05
4.620000000000000000e+02 8.828115835453261570e-05 2.851784304421183428e-05 5.976331531032079159e-05
4.640000000000000000e+02 4.525044682282648929e-05 2.930836769990464080e-05 1.594207912292184510e-05
4.660000000000000000e+02 2.378645890761162061e-05 3.012187448088599068e-05 -6.335415573274357356e-06
4.680000000000000000e+02 3.308278298145607839e-05 3.100307348301660200e-05 2.079709498439461562e-06
4.700000000000000000e+02 4.848695140639920262e-05 3.187997865790133167e-05 1.660697274849788112e-05
4.720000000000000000e+02 5.368291018217208202e-05 3.270350605714154662e-05 2.097940412503051507e-05
4.740000000000000000e+02 6.239836262251420465e-05 3.351888004059627713e-05 2.887948258191795124e-05
4.760000000000000000e+02 9.077067581536009476e-05 3.436824457627957825e-05 5.640243123908055038e-05
4.780000000000000000e+02 1.237997286612114859e-04 3.518170248113383777e-05 8.861802618007766168e-05
4.800000000000000000e+02 1.294892381795824138e-04 3.583986498885200942e-05 9.364937319073041795e-05
4.820000000000000000e+02 1.040153742325892799e-04 3.633739012159595847e-05 6.767798411099333502e-05
4.840000000000000000e+02 7.849564730913333719e-05 3.678928110281163769e-05 4.170636620632168595e-05
4.860000000000000000e+02 7.935061079141521171e-05 3.727966873147169405e-05 4.207094205994350411e-05
4.880000000000000000e+02 9.776381800636097679e-05 3.776959973631240769e-05 5.999421827004856232e-05
4.900000000000000000e+02 1.092711668778448942e-04 3.818732739740951547e-05 7.108383948043538549e-05
4.920000000000000000e+02 1.119096239069525657e-04 3.855370594611020495e-05 7.335591796084238111e-05
4.940000000000000000e+02 1.233451790677247788e-04 3.893281196013219256e-05 8.441236710759262012e-05
4.960000000000000000e+02 1.471372021314860663e-04 3.930430400564153762e-05 1.078328981258445490e-04
4.980000000000000000e+02 1.613495370343177621e-04 3.956351325944891967e-05 1.217860237748688492e-04
